"PassengerId","Name","Sex","Age","SibSp","Parch","Salary","Job"
348,"Davison, Mrs. Thomas Henry (Mary E Finck)","female",,1,0,86.51,"wheelwright"
349,"Coutts, Master. William Loch William","male",3.0,1,1,125.85,"wheelwright"
350,"Dimic, Mr. Jovan","male",42.0,0,0,312.65,"weaver"
351,"Odahl, Mr. Nils Martin","male",23.0,0,0,160.19,"blacksmith"
352,"Williams-Lambert, Mr. Fletcher Fellows","male",,0,0,4408.95,"surgeon"
353,"Elias, Mr. Tannous","male",15.0,1,1,318.76,"blacksmith"
354,"Arnold-Franchi, Mr. Josef","male",25.0,1,0,306.72,"barber"
355,"Yousif, Mr. Wazli","male",,0,0,124.97,"blacksmith"
356,"Vanden Steen, Mr. Leo Peter","male",28.0,0,0,23.8,"wheelwright"
357,"Bowerman, Miss. Elsie Edith","female",22.0,0,1,4191.53,"farrier"
358,"Funk, Miss. Annie Clemmer","female",38.0,0,0,809.97,"shopkeeper"
359,"McGovern, Miss. Mary","female",,0,0,328.75,"blacksmith"
360,"Mockler, Miss. Helen Mary Ellie","female",,0,0,298.28,"wigmaker"
361,"Skoog, Mr. Wilhelm","male",40.0,1,4,316.67,"blacksmith"
362,"del Carlo, Mr. Sebastiano","male",29.0,1,0,1916.74,"shopkeeper"
363,"Barbara, Mrs. (Catherine David)","female",45.0,0,1,189.1,"blacksmith"
364,"Asim, Mr. Adola","male",35.0,0,0,66.76,"weaver"
365,"O'Brien, Mr. Thomas","male",,1,0,11.45,"wheelwright"
366,"Adahl, Mr. Mauritz Nils Martin","male",30.0,0,0,58.93,"blacksmith"
367,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)","female",60.0,1,0,2597.5,"hatter"
368,"Moussa, Mrs. (Mantoura Boulos)","female",,0,0,359.64,"blacksmith"
369,"Jermyn, Miss. Annie","female",,0,0,149.76,"barber"
370,"Aubart, Mme. Leontine Pauline","female",24.0,0,0,3665.62,"doctor"
371,"Harder, Mr. George Achilles","male",25.0,1,0,4758.63,"dentist"
373,"Beavan, Mr. William Thomas","male",19.0,0,0,342.54,"blacksmith"
374,"Ringhini, Mr. Sante","male",22.0,0,0,2461.77,"hatter"
375,"Palsson, Miss. Stina Viola","female",3.0,3,1,223.6,"wheelwright"
376,"Meyer, Mrs. Edgar Joseph (Leila Saks)","female",,1,0,3928.86,"pharmacist"
377,"Landergren, Miss. Aurora Adelia","female",22.0,0,0,237.81,"blacksmith"
378,"Widener, Mr. Harry Elkins","male",27.0,0,2,2684.64,"pharmacist"
379,"Betros, Mr. Tannous","male",20.0,0,0,48.78,"barber"
380,"Gustafsson, Mr. Karl Gideon","male",19.0,0,0,150.35,"weaver"
381,"Bidois, Miss. Rosalie","female",42.0,0,0,4347.08,"apothecary"
382,"Nakid, Miss. Maria (Mary)","female",1.0,0,2,36.51,"blacksmith"
383,"Tikkanen, Mr. Juho","male",32.0,0,0,211.63,"weaver"
384,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)","female",35.0,1,0,2448.69,"doctor"
385,"Plotcharsky, Mr. Vasil","male",,0,0,293.35,"blacksmith"
386,"Davies, Mr. Charles Henry","male",18.0,0,0,508.3,"shopkeeper"
387,"Goodwin, Master. Sidney Leonard","male",1.0,5,2,368.8,"wigmaker"
388,"Buss, Miss. Kate","female",36.0,0,0,400.98,"breechesmaker"
390,"Lehmann, Miss. Bertha","female",17.0,0,0,1313.94,"cabinetmaker"
391,"Carter, Mr. William Ernest","male",36.0,1,2,2171.57,"dentist"
392,"Jansson, Mr. Carl Olof","male",21.0,0,0,174.07,"wheelwright"
393,"Gustafsson, Mr. Johan Birger","male",28.0,2,0,35.07,"blacksmith"
394,"Newell, Miss. Marjorie","female",23.0,1,0,4182.92,"dentist"
395,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)","female",24.0,0,2,19.21,"shoemaker"
396,"Johansson, Mr. Erik","male",22.0,0,0,103.49,"wheelwright"
397,"Olsson, Miss. Elina","female",31.0,0,0,218.5,"wigmaker"
398,"McKane, Mr. Peter David","male",46.0,0,0,1340.47,"silversmith"
399,"Pain, Dr. Alfred","male",23.0,0,0,895.08,"breechesmaker"
400,"Trout, Mrs. William H (Jessie L)","female",28.0,0,0,1115.4,"breechesmaker"
401,"Niskanen, Mr. Juha","male",39.0,0,0,352.04,"wheelwright"
402,"Adams, Mr. John","male",26.0,0,0,225.65,"wigmaker"
403,"Jussila, Miss. Mari Aina","female",21.0,1,0,165.01,"wigmaker"
404,"Hakkarainen, Mr. Pekka Pietari","male",28.0,1,0,115.79,"blacksmith"
405,"Oreskovic, Miss. Marija","female",20.0,0,0,91.91,"barber"
406,"Gale, Mr. Shadrach","male",34.0,1,0,1674.22,"silversmith"
407,"Widegren, Mr. Carl/Charles Peter","male",51.0,0,0,369.64,"wheelwright"
408,"Richards, Master. William Rowe","male",3.0,1,1,1211.48,"bookbinder"
409,"Birkeland, Mr. Hans Martin Monsen","male",21.0,0,0,44.31,"blacksmith"
410,"Lefebre, Miss. Ida","female",,3,1,295.46,"barber"
411,"Sdycoff, Mr. Todor","male",,0,0,192.34,"shoemaker"
412,"Hart, Mr. Henry","male",,0,0,258.66,"wheelwright"
413,"Minahan, Miss. Daisy E","female",33.0,1,0,3197.7,"doctor"
414,"Cunningham, Mr. Alfred Fleming","male",,0,0,1441.77,"cabinetmaker"
415,"Sundman, Mr. Johan Julian","male",44.0,0,0,302.86,"blacksmith"
416,"Meek, Mrs. Thomas (Annie Louise Rowley)","female",,0,0,241.0,"wheelwright"
417,"Drew, Mrs. James Vivian (Lulu Thorne Christian)","female",34.0,1,1,1722.3,"cutler"
418,"Silven, Miss. Lyyli Karoliina","female",18.0,0,2,1800.51,"hatter"
419,"Matthews, Mr. William John","male",30.0,0,0,1084.73,"cutler"
420,"Van Impe, Miss. Catharina","female",10.0,0,2,97.71,"wigmaker"
421,"Gheorgheff, Mr. Stanio","male",,0,0,314.44,"blacksmith"
422,"Charters, Mr. David","male",21.0,0,0,367.11,"wheelwright"
423,"Zimmerman, Mr. Leo","male",29.0,0,0,148.83,"weaver"
424,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)","female",28.0,1,1,267.64,"wheelwright"
425,"Rosblom, Mr. Viktor Richard","male",18.0,1,1,209.46,"blacksmith"
426,"Wiseman, Mr. Phillippe","male",,0,0,64.48,"wigmaker"
427,"Clarke, Mrs. Charles V (Ada Maria Winfield)","female",28.0,1,0,1657.54,"breechesmaker"
428,"Phillips, Miss. Kate Florence (Mrs Kate Louise Phillips Marshall)","female",19.0,0,0,1220.92,"cutler"
429,"Flynn, Mr. James","male",,0,0,203.61,"barber"
430,"Pickard, Mr. Berk (Berk Trembisky)","male",32.0,0,0,213.95,"weaver"
431,"Bjornstrom-Steffansson, Mr. Mauritz Hakan","male",28.0,0,0,4002.21,"doctor"
432,"Thorneycroft, Mrs. Percival (Florence Kate White)","female",,1,0,169.99,"wigmaker"
433,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)","female",42.0,1,0,1182.58,"carpenter-joiner"
434,"Kallio, Mr. Nikolai Erland","male",17.0,0,0,72.51,"barber"
435,"Silvey, Mr. William Baird","male",50.0,1,0,4504.42,"doctor"
436,"Carter, Miss. Lucile Polk","female",14.0,1,2,4850.91,"apothecary"
437,"Ford, Miss. Doolina Margaret Daisy","female",21.0,2,2,145.9,"barber"
438,"Richards, Mrs. Sidney (Emily Hocking)","female",24.0,2,3,879.27,"carpenter-joiner"
439,"Fortune, Mr. Mark","male",64.0,1,4,2761.53,"doctor"
440,"Kvillner, Mr. Johan Henrik Johannesson","male",31.0,0,0,545.1,"carpenter-joiner"
441,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)","female",45.0,1,1,829.45,"carpenter-joiner"
442,"Hampe, Mr. Leon","male",20.0,0,0,61.46,"wigmaker"
443,"Petterson, Mr. Johan Emil","male",25.0,1,0,339.86,"blacksmith"
444,"Reynaldo, Ms. Encarnacion","female",28.0,0,0,1667.18,"hatter"
445,"Johannesen-Bratthammer, Mr. Bernt","male",,0,0,166.43,"wheelwright"
446,"Dodge, Master. Washington","male",4.0,0,2,4592.14,"apothecary"
447,"Mellinger, Miss. Madeleine Violet","female",13.0,0,1,1496.96,"carpenter-joiner"
448,"Seward, Mr. Frederic Kimber","male",34.0,0,0,3395.7,"pharmacist"
449,"Baclini, Miss. Marie Catherine","female",5.0,2,1,212.11,"blacksmith"
451,"West, Mr. Edwy Arthur","male",36.0,1,2,1830.04,"cutler"
452,"Hagland, Mr. Ingvald Olai Olsen","male",,1,0,323.57,"blacksmith"
453,"Foreman, Mr. Benjamin Laventall","male",30.0,0,0,4854.28,"music teacher"
454,"Goldenberg, Mr. Samuel L","male",49.0,1,0,4297.36,"goldsmith"
455,"Peduzzi, Mr. Joseph","male",,0,0,93.82,"wigmaker"
457,"Millet, Mr. Francis Davis","male",65.0,0,0,3777.35,"dentist"
458,"Kenyon, Mrs. Frederick R (Marion)","female",,1,0,4643.96,"pharmacist"
459,"Toomey, Miss. Ellen","female",50.0,0,0,1080.34,"bookbinder"
460,"O'Connor, Mr. Maurice","male",,0,0,33.91,"blacksmith"
461,"Anderson, Mr. Harry","male",48.0,0,0,4017.8,"pharmacist"
462,"Morley, Mr. William","male",34.0,0,0,128.8,"barber"
463,"Gee, Mr. Arthur H","male",47.0,0,0,4241.9,"doctor"
464,"Milling, Mr. Jacob Christian","male",48.0,0,0,1131.21,"cabinetmaker"
465,"Maisner, Mr. Simon","male",,0,0,172.55,"blacksmith"
466,"Goncalves, Mr. Manuel Estanslas","male",38.0,0,0,139.53,"wheelwright"
467,"Campbell, Mr. William","male",,0,0,1436.33,"breechesmaker"
468,"Smart, Mr. John Montgomery","male",56.0,0,0,3258.31,"apothecary"
469,"Scanlan, Mr. James","male",,0,0,77.03,"shoemaker"
470,"Baclini, Miss. Helene Barbara","female",0.75,2,1,165.77,"shoemaker"
471,"Keefe, Mr. Arthur","male",,0,0,217.38,"weaver"
472,"Cacic, Mr. Luka","male",38.0,0,0,349.33,"shoemaker"
473,"West, Mrs. Edwy Arthur (Ada Mary Worth)","female",33.0,1,2,910.32,"cabinetmaker"
474,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)","female",23.0,0,0,675.27,"cabinetmaker"
475,"Strandberg, Miss. Ida Sofia","female",22.0,0,0,23.56,"blacksmith"
476,"Clifford, Mr. George Quincy","male",,0,0,4908.2,"pharmacist"
477,"Renouf, Mr. Peter Henry","male",34.0,1,0,1495.01,"shopkeeper"
478,"Braund, Mr. Lewis Richard","male",29.0,1,0,170.19,"shoemaker"
479,"Karlsson, Mr. Nils August","male",22.0,0,0,266.72,"wheelwright"
480,"Hirvonen, Miss. Hildur E","female",2.0,0,1,14.91,"wheelwright"
481,"Goodwin, Master. Harold Victor","male",9.0,5,2,306.46,"blacksmith"
482,"Frost, Mr. Anthony Wood Archie","male",,0,0,1914.09,"cabinetmaker"
483,"Rouse, Mr. Richard Henry","male",50.0,0,0,224.7,"weaver"
484,"Turkula, Mrs. (Hedwig)","female",63.0,0,0,200.85,"blacksmith"
485,"Bishop, Mr. Dickinson H","male",25.0,1,0,4731.85,"pharmacist"
486,"Lefebre, Miss. Jeannie","female",,3,1,112.15,"barber"
488,"Kent, Mr. Edward Austin","male",58.0,0,0,4160.84,"pharmacist"
489,"Somerton, Mr. Francis William","male",30.0,0,0,189.33,"barber"
490,"Coutts, Master. Eden Leslie Neville","male",9.0,1,1,34.01,"blacksmith"
491,"Hagland, Mr. Konrad Mathias Reiersen","male",,1,0,381.31,"blacksmith"
492,"Windelov, Mr. Einar","male",21.0,0,0,200.51,"blacksmith"
493,"Molson, Mr. Harry Markland","male",55.0,0,0,4489.49,"pharmacist"
494,"Artagaveytia, Mr. Ramon","male",71.0,0,0,3824.12,"apothecary"
495,"Stanley, Mr. Edward Roland","male",21.0,0,0,74.25,"barber"
496,"Yousseff, Mr. Gerious","male",,0,0,129.47,"wheelwright"
497,"Eustis, Miss. Elizabeth Mussey","female",54.0,1,0,4424.14,"music teacher"
498,"Shellard, Mr. Frederick William","male",,0,0,262.88,"barber"
499,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)","female",25.0,1,2,3348.91,"pharmacist"
500,"Svensson, Mr. Olof","male",24.0,0,0,159.97,"wheelwright"
501,"Calic, Mr. Petar","male",17.0,0,0,96.62,"wigmaker"
502,"Canavan, Miss. Mary","female",21.0,0,0,7.74,"weaver"
503,"O'Sullivan, Miss. Bridget Mary","female",,0,0,189.26,"blacksmith"
505,"Maioni, Miss. Roberta","female",16.0,0,0,2190.88,"music teacher"
506,"Penasco y Castellana, Mr. Victor de Satode","male",18.0,1,0,4341.37,"goldsmith"
507,"Quick, Mrs. Frederick Charles (Jane Richards)","female",33.0,0,2,1633.07,"silversmith"
508,"Bradley, Mr. George (George Arthur Brayton)","male",,0,0,3966.37,"goldsmith"
509,"Olsen, Mr. Henry Margido","male",28.0,0,0,368.94,"barber"
510,"Lang, Mr. Fang","male",26.0,0,0,170.72,"shoemaker"
511,"Daly, Mr. Eugene Patrick","male",29.0,0,0,362.86,"wigmaker"
512,"Webber, Mr. James","male",,0,0,12.95,"weaver"
513,"McGough, Mr. James Robert","male",36.0,0,0,3009.55,"apothecary"
514,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)","female",54.0,1,0,3283.51,"dentist"
515,"Coleff, Mr. Satio","male",24.0,0,0,367.38,"barber"
516,"Walker, Mr. William Anderson","male",47.0,0,0,3559.96,"hatter"
517,"Lemore, Mrs. (Amelia Milley)","female",34.0,0,0,500.47,"cutler"
518,"Ryan, Mr. Patrick","male",,0,0,193.48,"wigmaker"
520,"Pavlovic, Mr. Stefo","male",32.0,0,0,262.35,"wheelwright"
521,"Perreault, Miss. Anne","female",30.0,0,0,4572.0,"apothecary"
523,"Lahoud, Mr. Sarkis","male",,0,0,229.04,"wigmaker"
524,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)","female",44.0,0,1,4588.11,"pharmacist"
525,"Kassem, Mr. Fared","male",,0,0,128.79,"wheelwright"
526,"Farrell, Mr. James","male",40.5,0,0,111.5,"shoemaker"
527,"Ridsdale, Miss. Lucy","female",50.0,0,0,601.26,"cabinetmaker"
528,"Farthing, Mr. John","male",,0,0,3355.45,"goldsmith"
529,"Salonen, Mr. Johan Werner","male",39.0,0,0,2.67,"wheelwright"
530,"Hocking, Mr. Richard George","male",23.0,2,1,1219.63,"cutler"
531,"Quick, Miss. Phyllis May","female",2.0,1,1,1660.25,"bookbinder"
532,"Toufik, Mr. Nakli","male",,0,0,90.36,"barber"
533,"Elias, Mr. Joseph Jr","male",17.0,1,1,205.83,"barber"
534,"Peter, Mrs. Catherine (Catherine Rizk)","female",,0,2,194.42,"blacksmith"
535,"Cacic, Miss. Marija","female",30.0,0,0,355.07,"blacksmith"
536,"Hart, Miss. Eva Miriam","female",7.0,0,2,408.56,"cutler"
537,"Butt, Major. Archibald Willingham","male",45.0,0,0,3300.55,"dentist"
538,"LeRoy, Miss. Bertha","female",30.0,0,0,3218.81,"farrier"
539,"Risien, Mr. Samuel Beard","male",,0,0,200.87,"blacksmith"
540,"Frolicher, Miss. Hedwig Margaritha","female",22.0,0,2,2551.94,"music teacher"
541,"Crosby, Miss. Harriet R","female",36.0,0,2,3645.67,"pharmacist"
542,"Andersson, Miss. Ingeborg Constanzia","female",9.0,4,2,340.17,"wigmaker"
543,"Andersson, Miss. Sigrid Elisabeth","female",11.0,4,2,395.28,"shoemaker"
544,"Beane, Mr. Edward","male",32.0,1,0,1280.2,"shopkeeper"
545,"Douglas, Mr. Walter Donald","male",50.0,1,0,2626.19,"pharmacist"
546,"Nicholson, Mr. Arthur Ernest","male",64.0,0,0,3603.26,"doctor"
547,"Beane, Mrs. Edward (Ethel Clarke)","female",19.0,1,0,1018.81,"cabinetmaker"
548,"Padro y Manent, Mr. Julian","male",,0,0,1703.45,"hatter"
549,"Goldsmith, Mr. Frank John","male",33.0,1,1,287.3,"wheelwright"
550,"Davies, Master. John Morgan Jr","male",8.0,1,1,980.54,"cutler"
551,"Thayer, Mr. John Borland Jr","male",17.0,0,2,4805.17,"music teacher"
552,"Sharp, Mr. Percival James R","male",27.0,0,0,789.93,"breechesmaker"
553,"O'Brien, Mr. Timothy","male",,0,0,310.17,"wheelwright"
554,"Leeni, Mr. Fahim (Philip Zenni)","male",22.0,0,0,315.02,"blacksmith"
555,"Ohman, Miss. Velin","female",22.0,0,0,175.04,"blacksmith"
556,"Wright, Mr. George","male",62.0,0,0,2685.66,"hatter"
557,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (Mrs Morgan)","female",48.0,1,0,4026.25,"goldsmith"
558,"Robbins, Mr. Victor","male",,0,0,3182.67,"hatter"
559,"Taussig, Mrs. Emil (Tillie Mandelbaum)","female",39.0,1,1,4762.16,"music teacher"
560,"de Messemaeker, Mrs. Guillaume Joseph (Emma)","female",36.0,1,0,45.42,"blacksmith"
561,"Morrow, Mr. Thomas Rowan","male",,0,0,207.38,"shoemaker"
562,"Sivic, Mr. Husein","male",40.0,0,0,332.73,"weaver"
563,"Norman, Mr. Robert Douglas","male",28.0,0,0,1844.94,"cutler"
564,"Simmons, Mr. John","male",,0,0,351.12,"shoemaker"
565,"Meanwell, Miss. (Marion Ogden)","female",,0,0,172.96,"shoemaker"
566,"Davies, Mr. Alfred J","male",24.0,2,0,46.7,"weaver"
567,"Stoytcheff, Mr. Ilia","male",19.0,0,0,244.81,"weaver"
568,"Palsson, Mrs. Nils (Alma Cornelia Berglund)","female",29.0,0,4,273.0,"wheelwright"
569,"Doharr, Mr. Tannous","male",,0,0,357.71,"shoemaker"
570,"Jonsson, Mr. Carl","male",32.0,0,0,153.32,"blacksmith"
571,"Harris, Mr. George","male",62.0,0,0,1804.95,"hatter"
572,"Appleton, Mrs. Edward Dale (Charlotte Lamson)","female",53.0,2,0,3016.68,"music teacher"
573,"Flynn, Mr. John Irwin (Irving)","male",36.0,0,0,2987.09,"surgeon"
574,"Kelly, Miss. Mary","female",,0,0,345.88,"blacksmith"
575,"Rush, Mr. Alfred George John","male",16.0,0,0,360.17,"blacksmith"
576,"Patchett, Mr. George","male",19.0,0,0,387.5,"blacksmith"
577,"Garside, Miss. Ethel","female",34.0,0,0,578.96,"cabinetmaker"
578,"Silvey, Mrs. William Baird (Alice Munger)","female",39.0,1,0,2668.09,"farrier"
579,"Caram, Mrs. Joseph (Maria Elias)","female",,1,0,139.19,"wigmaker"
581,"Christy, Miss. Julie Rachel","female",25.0,1,1,1531.53,"cabinetmaker"
582,"Thayer, Mrs. John Borland (Marian Longstreth Morris)","female",39.0,1,1,3442.02,"apothecary"
583,"Downton, Mr. William James","male",54.0,0,0,1408.41,"coachmaker"
584,"Ross, Mr. John Hugo","male",36.0,0,0,4671.55,"doctor"
585,"Paulner, Mr. Uscher","male",,0,0,191.86,"wheelwright"
586,"Taussig, Miss. Ruth","female",18.0,0,2,4929.25,"goldsmith"
587,"Jarvis, Mr. John Denzil","male",47.0,0,0,656.11,"silversmith"
588,"Frolicher-Stehli, Mr. Maxmillian","male",60.0,1,1,2886.09,"apothecary"
589,"Gilinski, Mr. Eliezer","male",22.0,0,0,194.93,"shoemaker"
590,"Murdlin, Mr. Joseph","male",,0,0,395.3,"wigmaker"
591,"Rintamaki, Mr. Matti","male",35.0,0,0,374.86,"blacksmith"
592,"Stephenson, Mrs. Walter Bertram (Martha Eustis)","female",52.0,1,0,4788.57,"farrier"
593,"Elsbury, Mr. William James","male",47.0,0,0,271.62,"weaver"
594,"Bourke, Miss. Mary","female",,0,2,152.56,"blacksmith"
595,"Chapman, Mr. John Henry","male",37.0,1,0,530.56,"hatter"
596,"Van Impe, Mr. Jean Baptiste","male",36.0,1,1,157.73,"wigmaker"
597,"Leitch, Miss. Jessie Wills","female",,0,0,468.49,"bookbinder"
598,"Johnson, Mr. Alfred","male",49.0,0,0,235.22,"blacksmith"
599,"Boulos, Mr. Hanna","male",,0,0,350.33,"barber"
600,"Duff Gordon, Sir. Cosmo Edmund (Mr Morgan)","male",49.0,1,0,4275.28,"apothecary"
601,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)","female",24.0,2,1,1018.48,"cutler"
602,"Slabenoff, Mr. Petco","male",,0,0,32.3,"shoemaker"
603,"Harrington, Mr. Charles H","male",,0,0,2542.97,"music teacher"
604,"Torber, Mr. Ernst William","male",44.0,0,0,153.49,"blacksmith"
606,"Lindell, Mr. Edvard Bengtsson","male",36.0,1,0,112.52,"blacksmith"
607,"Karaic, Mr. Milan","male",30.0,0,0,181.12,"wheelwright"
608,"Daniel, Mr. Robert Williams","male",27.0,0,0,3775.63,"pharmacist"
609,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)","female",22.0,1,2,628.96,"hatter"
610,"Shutes, Miss. Elizabeth W","female",40.0,0,0,4425.73,"pharmacist"
611,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)","female",39.0,1,5,352.23,"shoemaker"
612,"Jardin, Mr. Jose Neto","male",,0,0,30.77,"wigmaker"
613,"Murphy, Miss. Margaret Jane","female",,1,0,125.73,"wigmaker"
614,"Horgan, Mr. John","male",,0,0,114.4,"shoemaker"
615,"Brocklebank, Mr. William Alfred","male",35.0,0,0,58.73,"weaver"
616,"Herman, Miss. Alice","female",24.0,1,2,927.23,"breechesmaker"
617,"Danbom, Mr. Ernst Gilbert","male",34.0,1,1,257.98,"barber"
618,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)","female",26.0,1,0,97.27,"blacksmith"
619,"Becker, Miss. Marion Louise","female",4.0,2,1,835.7,"hatter"
620,"Gavey, Mr. Lawrence","male",26.0,0,0,1193.84,"cabinetmaker"
621,"Yasbeck, Mr. Antoni","male",27.0,1,0,198.29,"barber"
622,"Kimball, Mr. Edwin Nelson Jr","male",42.0,1,0,3536.65,"doctor"
623,"Nakid, Mr. Sahid","male",20.0,1,1,317.98,"blacksmith"
624,"Hansen, Mr. Henry Damsgaard","male",21.0,0,0,323.85,"weaver"
625,"Bowen, Mr. David John Dai","male",21.0,0,0,209.22,"wheelwright"
626,"Sutton, Mr. Frederick","male",61.0,0,0,4903.1,"hatter"
627,"Kirkland, Rev. Charles Leonard","male",57.0,0,0,842.79,"cutler"
628,"Longley, Miss. Gretchen Fiske","female",21.0,0,0,2959.83,"hatter"
629,"Bostandyeff, Mr. Guentcho","male",26.0,0,0,346.05,"blacksmith"
630,"O'Connell, Mr. Patrick D","male",,0,0,116.66,"blacksmith"
631,"Barkworth, Mr. Algernon Henry Wilson","male",80.0,0,0,3340.0,"doctor"
632,"Lundahl, Mr. Johan Svensson","male",51.0,0,0,364.14,"wheelwright"
633,"Stahelin-Maeglin, Dr. Max","male",32.0,0,0,4791.25,"doctor"
634,"Parr, Mr. William Henry Marsh","male",,0,0,3546.04,"surgeon"
635,"Skoog, Miss. Mabel","female",9.0,3,2,178.72,"blacksmith"
636,"Davis, Miss. Mary","female",28.0,0,0,1660.04,"bookbinder"
637,"Leinonen, Mr. Antti Gustaf","male",32.0,0,0,251.86,"barber"
638,"Collyer, Mr. Harvey","male",31.0,1,1,1104.99,"cabinetmaker"
639,"Panula, Mrs. Juha (Maria Emilia Ojala)","female",41.0,0,5,149.04,"wigmaker"
640,"Thorneycroft, Mr. Percival","male",,1,0,321.99,"blacksmith"
641,"Jensen, Mr. Hans Peder","male",20.0,0,0,91.44,"shoemaker"
642,"Sagesser, Mlle. Emma","female",24.0,0,0,3211.26,"goldsmith"
645,"Baclini, Miss. Eugenie","female",0.75,2,1,242.44,"wheelwright"
646,"Harper, Mr. Henry Sleeper","male",48.0,1,0,4146.92,"apothecary"
647,"Cor, Mr. Liudevit","male",19.0,0,0,372.91,"blacksmith"
648,"Simonius-Blumer, Col. Oberst Alfons","male",56.0,0,0,4764.45,"doctor"
649,"Willey, Mr. Edward","male",,0,0,354.08,"blacksmith"
650,"Stanley, Miss. Amy Zillah Elsie","female",23.0,0,0,151.29,"blacksmith"
651,"Mitkoff, Mr. Mito","male",,0,0,213.44,"blacksmith"
652,"Doling, Miss. Elsie","female",18.0,0,1,1381.08,"shopkeeper"
653,"Kalvik, Mr. Johannes Halvorsen","male",21.0,0,0,225.98,"blacksmith"
654,"O'Leary, Miss. Hanora Norah","female",,0,0,164.71,"weaver"
655,"Hegarty, Miss. Hanora Nora","female",18.0,0,0,127.73,"wheelwright"
656,"Hickman, Mr. Leonard Mark","male",24.0,2,0,457.96,"coachmaker"
657,"Radeff, Mr. Alexander","male",,0,0,383.55,"shoemaker"
658,"Bourke, Mrs. John (Catherine)","female",32.0,1,1,256.1,"blacksmith"
659,"Eitemiller, Mr. George Floyd","male",23.0,0,0,658.05,"bookbinder"
660,"Newell, Mr. Arthur Webster","male",58.0,0,2,3293.03,"farrier"
661,"Frauenthal, Dr. Henry William","male",50.0,2,0,2785.58,"dentist"
662,"Badt, Mr. Mohamed","male",40.0,0,0,384.65,"barber"
663,"Colley, Mr. Edward Pomeroy","male",47.0,0,0,2816.39,"apothecary"
665,"Lindqvist, Mr. Eino William","male",20.0,1,0,365.23,"blacksmith"
666,"Hickman, Mr. Lewis","male",32.0,2,0,1320.49,"shopkeeper"
667,"Butler, Mr. Reginald Fenton","male",25.0,0,0,1634.16,"hatter"
668,"Rommetvedt, Mr. Knud Paust","male",,0,0,261.51,"blacksmith"
669,"Cook, Mr. Jacob","male",43.0,0,0,339.28,"shoemaker"
670,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)","female",,1,0,2985.83,"hatter"
671,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)","female",40.0,1,1,701.99,"carpenter-joiner"
672,"Davidson, Mr. Thornton","male",31.0,1,0,3320.85,"goldsmith"
673,"Mitchell, Mr. Henry Michael","male",70.0,0,0,592.51,"silversmith"
674,"Wilhelms, Mr. Charles","male",31.0,0,0,750.0,"cutler"
675,"Watson, Mr. Ennis Hastings","male",,0,0,1449.68,"hatter"
676,"Edvardsson, Mr. Gustaf Hjalmar","male",18.0,0,0,343.73,"shoemaker"
677,"Sawyer, Mr. Frederick Charles","male",24.5,0,0,277.86,"blacksmith"
678,"Turja, Miss. Anna Sofia","female",18.0,0,0,73.52,"shoemaker"
679,"Goodwin, Mrs. Frederick (Augusta Tyler)","female",43.0,1,6,111.37,"blacksmith"
680,"Cardeza, Mr. Thomas Drake Martinez","male",36.0,0,1,2929.86,"surgeon"
681,"Peters, Miss. Katie","female",,0,0,254.05,"weaver"
682,"Hassab, Mr. Hammad","male",27.0,0,0,2139.25,"music teacher"
683,"Olsvigen, Mr. Thor Anderson","male",20.0,0,0,397.06,"wheelwright"
684,"Goodwin, Mr. Charles Edward","male",14.0,5,2,89.53,"blacksmith"
685,"Brown, Mr. Thomas William Solomon","male",60.0,1,1,529.6,"cutler"
686,"Laroche, Mr. Joseph Philippe Lemercier","male",25.0,1,2,744.04,"hatter"
687,"Panula, Mr. Jaako Arnold","male",14.0,4,1,278.22,"shoemaker"
688,"Dakic, Mr. Branko","male",19.0,0,0,28.38,"blacksmith"
689,"Fischer, Mr. Eberhard Thelander","male",18.0,0,0,76.77,"shoemaker"
690,"Madill, Miss. Georgette Alexandra","female",15.0,0,1,2819.8,"hatter"
691,"Dick, Mr. Albert Adrian","male",31.0,1,0,2389.6,"hatter"
692,"Karun, Miss. Manca","female",4.0,0,1,175.84,"shoemaker"
693,"Lam, Mr. Ali","male",,0,0,151.99,"wheelwright"
694,"Saad, Mr. Khalil","male",25.0,0,0,123.21,"weaver"
695,"Weir, Col. John","male",60.0,0,0,2709.69,"farrier"
